Team,Year,Player,FirstName,LastName,Position,GP,GS,Min,G,A,Shts,SOG
Columbus Crew,2003,Trevor Perea,Trevor,Perea,M,1,0,34,0,0,0,0
Columbus Crew,2003,Mark Williams,Mark,Williams,D,5,5,391,0,0,3,0
Columbus Crew,2003,Nelson Akwari,Nelson,Akwari,D,11,5,486,0,0,1,1
Columbus Crew,2003,Daniel Torres,Daniel,Torres,D,8,6,561,0,0,0,0
Columbus Crew,2003,Tom Presthus,Tom,Presthus,GK,7,6,613,0,0,0,0
Columbus Crew,2004,Edson Buddle,Edson,Buddle,F,24,20,1720,11,2,65,31
Columbus Crew,2004,Jeff Cunningham,Jeff,Cunningham,F,30,19,1853,9,4,63,26
Columbus Crew,2004,Ross Paule,Ross,Paule,M,25,23,2057,7,2,23,13
Columbus Crew,2004,Kyle Martino,Kyle,Martino,M,29,27,2301,5,2,31,17
Columbus Crew,2004,Tony Sanneh,Tony,Sanneh,D,6,6,513,2,1,5,2
Columbus Crew,2004,Duncan Oughton,Duncan,Oughton,D,28,21,2018,2,1,20,8
Columbus Crew,2004,Frankie Hejduk,Frankie,Hejduk,D,20,19,1643,2,0,28,14
Columbus Crew,2004,Manny Lagos,Manny,Lagos,M,18,8,763,1,2,10,3
Columbus Crew,2004,Michael Ritch,Michael,Ritch,F,12,4,395,1,1,9,4
Columbus Crew,2004,Simon Elliott,Simon,Elliott,M,27,26,2353,0,10,18,4
Columbus Crew,2004,Eric Denton,Eric,Denton,D,18,16,1310,0,2,4,2
Columbus Crew,2004,Chris Wingert,Chris,Wingert,D,22,16,1487,0,2,11,5
Columbus Crew,2004,Danny Szetela,Danny,Szetela,M,8,4,373,0,1,6,1
Columbus Crew,2004,David Testo,David,Testo,M-F,16,4,441,0,1,7,4
Columbus Crew,2004,Chad Marshall,Chad,Marshall,D,28,27,2446,0,1,24,10
Columbus Crew,2004,Clint Baumstark,Clint,Baumstark,GK,0,0,0,0,0,0,0
Columbus Crew,2004,Jake Traeger,Jake,Traeger,D,1,0,3,0,0,0,0
Columbus Crew,2004,Jamal Sutton,Jamal,Sutton,F,1,0,4,0,0,0,0
Columbus Crew,2004,Dante Washington,Dante,Washington,F,1,0,19,0,0,1,1
Columbus Crew,2004,Devin Barclay,Devin,Barclay,F,3,1,72,0,0,0,0
Columbus Crew,2004,Matt Jordan,Matt,Jordan,GK,1,1,90,0,0,0,0
Columbus Crew,2004,Erick Scott,Erick,Scott,F,6,2,142,0,0,0,0
Columbus Crew,2004,Brian Maisonneuve,Brian,Maisonneuve,M,9,5,427,0,0,6,2
Columbus Crew,2004,Stephen Herdsman,Stephen,Herdsman,D,8,8,675,0,0,3,0
Columbus Crew,2004,Nelson Akwari,Nelson,Akwari,D,19,16,1400,0,0,0,0
Columbus Crew,2005,Edson Buddle,Edson,Buddle,F,23,21,1762,9,2,70,24
Columbus Crew,2005,Cornell Glen,Cornell,Glen,F,22,13,1238,4,4,52,20
Columbus Crew,2005,Knox Cameron,Knox,Cameron,F,20,9,803,4,1,15,7
Columbus Crew,2005,John Wolyniec,John,Wolyniec,F,17,8,886,3,1,18,8
Columbus Crew,2005,Frankie Hejduk,Frankie,Hejduk,D,18,15,1396,3,0,16,7
Columbus Crew,2005,Chris Henderson,Chris,Henderson,M,21,21,1767,2,3,28,9
Columbus Crew,2005,Eric Vasquez,Eric,Vasquez,M,11,8,703,2,0,9,5
Columbus Crew,2005,Simon Elliott,Simon,Elliott,M,32,32,2880,1,11,31,9
Columbus Crew,2005,David Testo,David,Testo,M-F,17,12,1030,1,3,7,2
Columbus Crew,2005,Chad Marshall,Chad,Marshall,D,30,30,2655,1,3,25,10
Columbus Crew,2005,Jamal Sutton,Jamal,Sutton,F,8,3,327,1,1,7,2
Columbus Crew,2005,Ante Razov,Ante,Razov,F,7,5,504,1,1,16,5
Columbus Crew,2005,Domenic Mediate,Domenic,Mediate,M,11,4,475,1,0,12,7
Columbus Crew,2005,Mario Rodriguez,Mario,Rodriguez,M,19,15,1309,1,0,22,9
Columbus Crew,2005,Kyle Martino,Kyle,Martino,M,27,27,2248,0,8,24,9
Columbus Crew,2005,Manny Lagos,Manny,Lagos,M,5,2,187,0,1,0,0
Columbus Crew,2005,Marcus Storey,Marcus,Storey,M-F,12,3,381,0,1,6,1
Columbus Crew,2005,Danny Szetela,Danny,Szetela,M,16,13,1116,0,1,16,1
Columbus Crew,2005,Mark Schulte,Mark,Schulte,D,19,18,1540,0,1,2,0
Columbus Crew,2005,Andrew Terris,Andrew,Terris,GK,0,0,0,0,0,0,0
Columbus Crew,2005,Clint Baumstark,Clint,Baumstark,GK,0,0,0,0,0,0,0
Columbus Crew,2005,Dante Washington,Dante,Washington,F,0,0,0,0,0,0,0
Columbus Crew,2005,Duncan Oughton,Duncan,Oughton,D,0,0,0,0,0,0,0
Columbus Crew,2005,Luis Gallardo,Luis,Gallardo,M,0,0,0,0,0,0,0
Columbus Crew,2005,Michael Cardenas,Michael,Cardenas,GK,0,0,0,0,0,0,0
Columbus Crew,2006,Joseph Ngwenya,Joseph,Ngwenya,F,20,17,1398,5,2,27,13
Columbus Crew,2006,Jason Garey,Jason,Garey,F,25,18,1712,5,2,31,17
Columbus Crew,2006,Eddie Gaven,Eddie,Gaven,M,30,30,2560,4,4,57,27
Columbus Crew,2006,Sebastian Rozental,Sebastian,Rozental,F,20,15,1229,3,1,29,12
Columbus Crew,2006,Kei Kamara,Kei,Kamara,F,19,9,928,3,0,26,9
Columbus Crew,2006,Jacob Thomas,Jacob,Thomas,F,19,13,1070,1,2,21,9
Columbus Crew,2006,Ezra Hendrickson,Ezra,Hendrickson,D,24,20,1867,1,2,15,5
Columbus Crew,2006,Ritchie Kotschau,Ritchie,Kotschau,D,26,23,2109,1,2,6,1
Columbus Crew,2006,Ned Grabavoy,Ned,Grabavoy,M,10,3,387,1,1,7,3
Columbus Crew,2006,Jose Retiz,Jose,Retiz,M,22,21,1731,1,1,22,7
Columbus Crew,2006,Chad Marshall,Chad,Marshall,D,26,25,2255,1,1,11,3
Columbus Crew,2006,Leonard Bisaku,Leonard,Bisaku,M,7,4,336,1,0,6,3
Columbus Crew,2006,Kyle Martino,Kyle,Martino,M,6,4,400,1,0,10,4
Columbus Crew,2006,Eric Vasquez,Eric,Vasquez,M,12,4,501,1,0,9,2
Columbus Crew,2006,Ricardo Virtuoso,Ricardo,Virtuoso,F,10,7,571,1,0,15,8
Columbus Crew,2006,Duncan Oughton,Duncan,Oughton,D,9,9,776,0,2,8,3
Columbus Crew,2006,Danny Szetela,Danny,Szetela,M,4,3,237,0,1,4,3
Columbus Crew,2006,Ryan Coiner,Ryan,Coiner,F,6,4,281,0,1,8,4
Columbus Crew,2006,Marc Burch,Marc,Burch,D,7,5,478,0,1,2,0
Columbus Crew,2006,Chris Leitch,Chris,Leitch,D,24,18,1662,0,1,4,2
Columbus Crew,2006,Dayton O'Brien,Dayton,O'Brien,M,0,0,0,0,0,0,0
Columbus Crew,2006,Dominik Jakubek,Dominik,Jakubek,GK,0,0,0,0,0,0,0
Columbus Crew,2006,Duke Hashimoto,Duke,Hashimoto,F,0,0,0,0,0,0,0
Columbus Crew,2006,Ivan Becerra,Ivan,Becerra,F,0,0,0,0,0,0,0
Columbus Crew,2006,Jed Zayner,Jed,Zayner,D,0,0,0,0,0,0,0
Columbus Crew,2007,Alejandro Moreno,Alejandro,Moreno,F,25,25,2205,7,7,52,31
Columbus Crew,2007,Guillermo Barros Schelotto,Guillermo,Barros Schelotto,F,22,19,1605,5,11,39,18
Columbus Crew,2007,Eddie Gaven,Eddie,Gaven,M,27,21,1923,5,7,59,33
Columbus Crew,2007,Andy Herron,Andy,Herron,F,18,10,794,4,2,19,10
Columbus Crew,2007,Ned Grabavoy,Ned,Grabavoy,M,26,24,2093,3,3,37,17
Columbus Crew,2007,Stefani Miglioranzi,Stefani,Miglioranzi,M,23,17,1621,3,2,18,7
Columbus Crew,2007,Robbie Rogers,Robbie,Rogers,M-F,10,6,597,3,1,15,6
Columbus Crew,2007,Kei Kamara,Kei,Kamara,F,17,4,475,2,0,16,7
Columbus Crew,2007,Chad Marshall,Chad,Marshall,D,12,11,1020,2,0,8,3
Columbus Crew,2007,Duncan Oughton,Duncan,Oughton,D,19,13,1231,1,4,9,5
Columbus Crew,2007,Marcos Gonzalez,Marcos,Gonzalez,D,27,27,2356,1,1,21,5
Columbus Crew,2007,Jacob Thomas,Jacob,Thomas,F,9,4,402,1,0,16,8
Columbus Crew,2007,Jason Garey,Jason,Garey,F,11,5,447,1,0,13,6
Columbus Crew,2007,Ezra Hendrickson,Ezra,Hendrickson,D,23,21,1851,1,0,11,5
Columbus Crew,2007,Frankie Hejduk,Frankie,Hejduk,D,24,24,2160,0,3,10,3
Columbus Crew,2007,Brad Evans,Brad,Evans,M,4,1,108,0,1,2,1
Columbus Crew,2007,Joseph Ngwenya,Joseph,Ngwenya,F,5,5,418,0,1,5,2
Columbus Crew,2007,Ricardo Virtuoso,Ricardo,Virtuoso,F,8,5,451,0,1,11,4
Columbus Crew,2007,Rusty Pierce,Rusty,Pierce,D,21,19,1580,0,1,1,0
Columbus Crew,2007,Danny O'Rourke,Danny,O'Rourke,D,27,27,2426,0,1,11,1
Columbus Crew,2007,Aaron Chandler,Aaron,Chandler,M-F,0,0,0,0,0,0,0
Columbus Crew,2007,Andrei Pacheco,Andrei,Pacheco,D,0,0,0,0,0,0,0
Columbus Crew,2007,Ben Hunter,Ben,Hunter,D,0,0,0,0,0,0,0
Columbus Crew,2007,Bill Gaudette,Bill,Gaudette,GK,0,0,0,0,0,0,0
Columbus Crew,2007,Brandon Moss,Brandon,Moss,D,0,0,0,0,0,0,0
Columbus Crew,2008,Alejandro Moreno,Alejandro,Moreno,F,27,27,2428,9,4,46,19
Columbus Crew,2008,Guillermo Barros Schelotto,Guillermo,Barros Schelotto,F,27,27,2216,7,19,54,27
Columbus Crew,2008,Robbie Rogers,Robbie,Rogers,M-F,27,26,2334,6,3,70,33
Columbus Crew,2008,Brad Evans,Brad,Evans,M,26,18,1756,5,1,37,13
Columbus Crew,2008,Chad Marshall,Chad,Marshall,D,29,29,2485,4,2,23,7
Columbus Crew,2008,Steven Lenhart,Steven,Lenhart,F,10,3,278,4,0,8,5
Columbus Crew,2008,Eddie Gaven,Eddie,Gaven,M,24,22,1848,3,2,30,12
Columbus Crew,2008,Jason Garey,Jason,Garey,F,10,0,128,3,0,11,7
Columbus Crew,2008,Emmanuel Ekpo,Emmanuel,Ekpo,M,17,7,742,2,1,14,7
Columbus Crew,2008,Adam Moffat,Adam,Moffat,M,7,6,513,2,0,15,4
Columbus Crew,2008,Frankie Hejduk,Frankie,Hejduk,D,24,24,2135,1,4,22,11
Columbus Crew,2008,Pat Noonan,Pat,Noonan,F,11,6,531,1,2,9,4
Columbus Crew,2008,Brian Carroll,Brian,Carroll,M,30,30,2692,1,2,17,3
Columbus Crew,2008,Andy Iro,Andy,Iro,D,18,11,1079,1,0,9,3
Columbus Crew,2008,Danny O'Rourke,Danny,O'Rourke,D,28,28,2452,0,4,2,0
Columbus Crew,2008,Stefani Miglioranzi,Stefani,Miglioranzi,M,14,7,471,0,1,2,0
Columbus Crew,2008,Brian Plotkin,Brian,Plotkin,M,0,0,0,0,0,0,0
Columbus Crew,2008,George Josten,George,Josten,F-M,0,0,0,0,0,0,0
Columbus Crew,2008,Guilherme So,Guilherme,So,F,0,0,0,0,0,0,0
Columbus Crew,2008,Kenny Schoeni,Kenny,Schoeni,GK,0,0,0,0,0,0,0
Columbus Crew,2008,Kevin Burns,Kevin,Burns,M,0,0,0,0,0,0,0
Columbus Crew,2008,Leonard Griffin,Leonard,Griffin,D,0,0,0,0,0,0,0
Columbus Crew,2008,Ricardo Pierre-Louis,Ricardo,Pierre-Louis,F,0,0,0,0,0,0,0
Columbus Crew,2008,Ryan Miller,Ryan,Miller,D,0,0,0,0,0,0,0
Columbus Crew,2008,Stanley Nyazamba,Stanley,Nyazamba,M,0,0,0,0,0,0,0
Columbus Crew,2009,Guillermo Barros Schelotto,Guillermo,Barros Schelotto,F,24,21,1816,12,3,53,25
Columbus Crew,2009,Eddie Gaven,Eddie,Gaven,M,30,27,2420,6,0,41,21
Columbus Crew,2009,Jason Garey,Jason,Garey,F,15,8,705,4,2,16,12
Columbus Crew,2009,Alejandro Moreno,Alejandro,Moreno,F,22,17,1605,4,1,24,12
Columbus Crew,2009,Chad Marshall,Chad,Marshall,D,18,18,1580,4,0,18,12
Columbus Crew,2009,Steven Lenhart,Steven,Lenhart,F,26,10,1065,3,2,32,13
Columbus Crew,2009,Emmanuel Ekpo,Emmanuel,Ekpo,M,28,22,1936,2,6,38,8
Columbus Crew,2009,Robbie Rogers,Robbie,Rogers,M-F,22,20,1709,1,5,37,13
Columbus Crew,2009,Gino Padula,Gino,Padula,D,27,27,2321,1,4,10,1
Columbus Crew,2009,Frankie Hejduk,Frankie,Hejduk,D,14,14,1258,1,3,8,5
Columbus Crew,2009,Eric Brunner,Eric,Brunner,D,25,23,2072,1,1,12,3
Columbus Crew,2009,Adam Moffat,Adam,Moffat,M,12,6,531,1,0,9,1
Columbus Crew,2009,Andy Iro,Andy,Iro,D,11,8,631,1,0,4,1
Columbus Crew,2009,Alex Grendi,Alex,Grendi,M,3,1,127,0,1,0,0
Columbus Crew,2009,Pat Noonan,Pat,Noonan,F,5,2,206,0,1,3,2
Columbus Crew,2009,Duncan Oughton,Duncan,Oughton,D,9,2,218,0,1,3,2
Columbus Crew,2009,Jed Zayner,Jed,Zayner,D,20,16,1467,0,1,4,3
Columbus Crew,2009,Brian Carroll,Brian,Carroll,M,26,26,2293,0,1,9,1
Columbus Crew,2009,Danny O'Rourke,Danny,O'Rourke,D,26,26,2338,0,1,3,1
Columbus Crew,2009,Stanley Nyazamba,Stanley,Nyazamba,M,0,0,0,0,0,0,0
Columbus Crew,2009,Cory Elenio,Cory,Elenio,M,1,0,17,0,0,0,0
Columbus Crew,2009,Kenny Schoeni,Kenny,Schoeni,GK,1,1,90,0,0,0,0
Columbus Crew,2009,Emilio Renteria,Emilio,Renteria,F,5,2,177,0,0,6,1
Columbus Crew,2009,Kevin Burns,Kevin,Burns,M,8,4,359,0,0,3,1
Columbus Crew,2009,Andy Gruenebaum,Andy,Gruenebaum,GK,10,10,900,0,0,0,0
Columbus Crew,2010,Guillermo Barros Schelotto,Guillermo,Barros Schelotto,F,29,29,2545,9,8,62,27
Columbus Crew,2010,Steven Lenhart,Steven,Lenhart,F,27,17,1640,6,2,55,21
Columbus Crew,2010,Emilio Renteria,Emilio,Renteria,F,19,9,857,5,1,30,15
Columbus Crew,2010,Eddie Gaven,Eddie,Gaven,M,28,28,2384,3,5,42,18
Columbus Crew,2010,Andy Iro,Andy,Iro,D,25,24,2117,3,1,14,3
Columbus Crew,2010,Jason Garey,Jason,Garey,F,22,9,784,2,2,14,5
Columbus Crew,2010,Adam Moffat,Adam,Moffat,M,24,23,1951,2,1,41,17
Columbus Crew,2010,Andres Mendoza,Andres,Mendoza,F,8,1,204,2,0,4,2
Columbus Crew,2010,Chad Marshall,Chad,Marshall,D,24,24,2160,1,2,11,3
Columbus Crew,2010,Leandre Griffit,Leandre,Griffit,M,3,0,43,1,0,2,2
Columbus Crew,2010,Eric Brunner,Eric,Brunner,D,14,13,1145,1,0,6,2
Columbus Crew,2010,Robbie Rogers,Robbie,Rogers,M-F,20,17,1547,1,0,40,9
Columbus Crew,2010,Brian Carroll,Brian,Carroll,M,28,27,2390,1,0,7,3
Columbus Crew,2010,William Hesmer,William,Hesmer,GK,30,30,2700,1,0,1,1
Columbus Crew,2010,Frankie Hejduk,Frankie,Hejduk,D,20,20,1736,0,2,8,4
Columbus Crew,2010,Shaun Francis,Shaun,Francis,D,12,10,993,0,1,3,0
Columbus Crew,2010,Danny O'Rourke,Danny,O'Rourke,D,17,14,1276,0,1,5,0
Columbus Crew,2010,Andy Gruenebaum,Andy,Gruenebaum,GK,0,0,0,0,0,0,0
Columbus Crew,2010,Josh Williams,Josh,Williams,D,0,0,0,0,0,0,0
Columbus Crew,2010,Kenny Schoeni,Kenny,Schoeni,GK,0,0,0,0,0,0,0
Columbus Crew,2010,Othaniel Yanez,Othaniel,Yanez,M,0,0,0,0,0,0,0
Columbus Crew,2010,Sergio Herrera,Sergio,Herrera,F,1,0,1,0,0,0,0
Columbus Crew,2010,Duncan Oughton,Duncan,Oughton,D,3,0,41,0,0,0,0
Columbus Crew,2010,Dilly Duka,Dilly,Duka,M,3,2,160,0,0,1,1
Columbus Crew,2010,Jed Zayner,Jed,Zayner,D,8,3,389,0,0,0,0
Columbus Crew,2011,Andres Mendoza,Andres,Mendoza,F,29,25,2022,13,2,74,31
Columbus Crew,2011,Emilio Renteria,Emilio,Renteria,F,18,14,1159,8,2,43,17
Columbus Crew,2011,Eddie Gaven,Eddie,Gaven,M,26,26,2227,5,1,58,24
Columbus Crew,2011,Tommy Heinemann,Tommy,Heinemann,F,28,12,1315,3,1,45,15
Columbus Crew,2011,Robbie Rogers,Robbie,Rogers,M-F,27,24,2218,2,7,36,11
Columbus Crew,2011,Dilly Duka,Dilly,Duka,M,22,16,1399,2,3,26,8
Columbus Crew,2011,Josh Gardner,Josh,Gardner,M,22,21,1812,2,2,22,7
Columbus Crew,2011,Jeff Cunningham,Jeff,Cunningham,F,21,4,591,2,1,13,3
Columbus Crew,2011,Emmanuel Ekpo,Emmanuel,Ekpo,M,32,29,2506,1,2,32,6
Columbus Crew,2011,Bernardo Anor,Bernardo,Anor,F,13,6,640,1,1,15,5
Columbus Crew,2011,Rich Balchan,Rich,Balchan,D,19,18,1615,1,0,1,1
Columbus Crew,2011,Julius James,Julius,James,D,31,31,2790,1,0,8,2
Columbus Crew,2011,Sebastian Miranda,Sebastian,Miranda,D,34,34,3044,0,3,8,2
Columbus Crew,2011,Justin Meram,Justin,Meram,F,17,4,515,0,2,9,2
Columbus Crew,2011,Dejan Rusmir,Dejan,Rusmir,M,18,13,1016,0,2,14,1
Columbus Crew,2011,Kevin Burns,Kevin,Burns,M,19,15,1243,0,1,11,2
Columbus Crew,2011,Chad Marshall,Chad,Marshall,D,32,32,2835,0,1,15,6
Columbus Crew,2011,Alex Riggs,Alex,Riggs,GK,0,0,0,0,0,0,0
Columbus Crew,2011,Andy Adlard,Andy,Adlard,M,0,0,0,0,0,0,0
Columbus Crew,2011,Ben Sippola,Ben,Sippola,M,0,0,0,0,0,0,0
Columbus Crew,2011,Josh Williams,Josh,Williams,D,0,0,0,0,0,0,0
Columbus Crew,2011,Korey Veeder,Korey,Veeder,D,0,0,0,0,0,0,0
Columbus Crew,2011,Santiago Prim,Santiago,Prim,M,0,0,0,0,0,0,0
Columbus Crew,2011,Tony Tchani,Tony,Tchani,M,0,0,0,0,0,0,0
Columbus Crew,2011,Aaron Horton,Aaron,Horton,F,1,0,1,0,0,0,0
Columbus Crew,2012,Jairo Arrieta,Jairo,Arrieta,F,18,18,1534,9,4,41,21
Columbus Crew,2012,Eddie Gaven,Eddie,Gaven,M,34,34,2990,9,2,55,27
Columbus Crew,2012,Federico Higuain,Federico,Higuain,F,13,11,1004,5,7,32,9
Columbus Crew,2012,Milovan Mirosevic,Milovan,Mirosevic,M,26,25,2140,4,2,46,14
Columbus Crew,2012,Justin Meram,Justin,Meram,F,22,11,960,4,1,27,10
Columbus Crew,2012,Emilio Renteria,Emilio,Renteria,F,27,16,1542,3,3,50,14
Columbus Crew,2012,Tony Tchani,Tony,Tchani,M,22,14,1331,2,2,30,5
Columbus Crew,2012,Chad Marshall,Chad,Marshall,D,24,24,2146,2,0,22,8
Columbus Crew,2012,Josh Williams,Josh,Williams,D,30,27,2429,1,3,24,8
Columbus Crew,2012,Chris Birchall,Chris,Birchall,M,18,17,1515,1,2,18,6
Columbus Crew,2012,Sebastian Miranda,Sebastian,Miranda,D,33,33,2882,1,1,6,2
Columbus Crew,2012,Bernardo Anor,Bernardo,Anor,F,11,5,493,1,0,7,2
Columbus Crew,2012,Cole Grossman,Cole,Grossman,M,10,5,500,1,0,3,1
Columbus Crew,2012,Olman Vargas,Olman,Vargas,F,11,7,667,1,0,15,7
Columbus Crew,2012,Shaun Francis,Shaun,Francis,D,10,6,507,0,3,6,1
Columbus Crew,2012,Nemanja Vukovic,Nemanja,Vukovic,D,15,12,1113,0,3,15,3
Columbus Crew,2012,Dilly Duka,Dilly,Duka,M,20,14,1073,0,2,36,6
Columbus Crew,2012,Aaron Schoenfeld,Aaron,Schoenfeld,F,9,3,298,0,1,6,3
Columbus Crew,2012,Kirk Urso,Kirk,Urso,M,6,5,453,0,1,5,0
Columbus Crew,2012,Eric Gehrig,Eric,Gehrig,M,12,8,812,0,1,2,0
Columbus Crew,2012,Andy Gruenebaum,Andy,Gruenebaum,GK,33,33,2920,0,1,0,0
Columbus Crew,2012,Aaron Horton,Aaron,Horton,F,0,0,0,0,0,0,0
Columbus Crew,2012,Aubrey Perry,Aubrey,Perry,D,0,0,0,0,0,0,0
Columbus Crew,2012,Korey Veeder,Korey,Veeder,D,0,0,0,0,0,0,0
Columbus Crew,2012,Rich Balchan,Rich,Balchan,D,0,0,0,0,0,0,0
DC,1996,Raul Diaz Arce,Raul,Diaz Arce,F,28,28,2351,23,2,100,49
DC,1996,Steve Rammel,Steve,Rammel,F,26,20,1649,14,3,54,32
DC,1996,Marco Etcheverry,Marco,Etcheverry,M,26,23,2144,4,19,51,30
DC,1996,Tony Sanneh,Tony,Sanneh,D,25,24,2047,4,8,32,19
DC,1996,John Harkes,John,Harkes,M,29,28,2469,3,8,44,26
DC,1996,Jaime Moreno,Jaime,Moreno,F,9,9,700,3,3,21,9
DC,1996,Shawn Medved,Shawn,Medved,M,27,13,1171,3,1,17,12
DC,1996,Eddie Pope,Eddie,Pope,D,18,18,1575,2,1,12,4
DC,1996,Richie Williams,Richie,Williams,M,30,30,2570,1,5,29,8
DC,1996,Jeff Agoos,Jeff,Agoos,D,32,32,2805,1,5,19,7
DC,1996,Kris Kelderman,Kris,Kelderman,M,18,8,817,1,3,14,6
DC,1996,Mario Gori,Mario,Gori,D,25,22,1925,1,3,10,7
DC,1996,John Maessner,John,Maessner,M-D,20,5,713,1,2,12,5
DC,1996,Jesse Marsch,Jesse,Marsch,M,4,0,92,1,0,1,1
DC,1996,Brian Kamler,Brian,Kamler,M,12,3,470,0,1,4,2
DC,1996,David Vaudreuil,David,Vaudreuil,D,14,13,1147,0,1,4,3
DC,1996,Mile Miovac,Mile,Miovac,GK,0,0,0,0,0,0,0
DC,1996,Ben Crawley,Ben,Crawley,F,5,0,82,0,0,1,0
DC,1996,Sterling Wescott,Sterling,Wescott,M,2,1,102,0,0,0,0
DC,1996,Thor Lee,Thor,Lee,D,2,2,134,0,0,0,0
DC,1996,George Gelnovatch,George,Gelnovatch,M,2,2,135,0,0,0,0
DC,1996,Said Fazlagic,Said,Fazlagic,D,2,1,136,0,0,0,0
DC,1996,Juan Suarez,Juan,Suarez,F,2,2,160,0,0,4,1
DC,1996,Mike Huwiler,Mike,Huwiler,M,5,3,247,0,0,0,0
DC,1996,Mark Simpson,Mark,Simpson,GK,15,14,1260,0,0,0,0
DC,1997,Jaime Moreno,Jaime,Moreno,F,20,20,1725,16,8,66,46
DC,1997,Raul Diaz Arce,Raul,Diaz Arce,F,22,20,1790,15,6,68,45
